word,rank,frequency,cefr_level,sfi
amendment,2600,230675,C2,53.63
grandmother,2601,230675,C2,53.63
jury,2602,230144,C2,53.62
cooperation,2603,230144,C2,53.62
civilian,2604,229615,C2,53.61
composition,2605,229615,C2,53.61
coin,2606,229087,C2,53.6
regardless,2607,229087,C2,53.6
scan,2608,228560,C2,53.59
bunch,2609,228560,C2,53.59
racial,2610,228034,C2,53.58
greet,2611,228034,C2,53.58
hopefully,2612,228034,C2,53.58
sanction,2613,228034,C2,53.58
trick,2614,228034,C2,53.58
paragraph,2615,228034,C2,53.58
maker,2616,227510,C2,53.57
chocolate,2617,226986,C2,53.56
stimulate,2618,226986,C2,53.56
belt,2619,226986,C2,53.56
potato,2620,226464,C2,53.55
narrative,2621,226464,C2,53.55
tissue,2622,226464,C2,53.55
barely,2623,225944,C2,53.54
invent,2624,225944,C2,53.54
tourism,2625,225944,C2,53.54
pro,2626,225424,C2,53.53
stair,2627,225424,C2,53.53
hesitate,2628,224905,C2,53.52
shine,2629,224905,C2,53.52
motivation,2630,224905,C2,53.52
romantic,2631,224388,C2,53.51
firmly,2632,224388,C2,53.51
interior,2633,224388,C2,53.51
stomach,2634,224388,C2,53.51
nowhere,2635,223872,C2,53.5
pray,2636,223357,C2,53.49
championship,2637,222844,C2,53.48
servant,2638,222844,C2,53.48
immigrant,2639,222844,C2,53.48
excess,2640,222844,C2,53.48
complexity,2641,222331,C2,53.47
liability,2642,222331,C2,53.47
surprisingly,2643,221820,C2,53.46
extract,2644,221820,C2,53.46
implementation,2645,221309,C2,53.45
bias,2646,220800,C2,53.44
differently,2647,220800,C2,53.44
catalog,2648,220293,C2,53.43
continuous,2649,220293,C2,53.43
golden,2650,219786,C2,53.42
stamp,2651,219786,C2,53.42
guideline,2652,219280,C2,53.41
envelope,2653,219280,C2,53.41
knife,2654,219280,C2,53.41
biological,2655,218776,C2,53.4
consume,2656,218776,C2,53.4
luxury,2657,218273,C2,53.39
weekly,2658,218273,C2,53.39
wherever,2659,218273,C2,53.39
bite,2660,217771,C2,53.38
printer,2661,217771,C2,53.38
firstly,2662,217771,C2,53.38
anxious,2663,217771,C2,53.38
adventure,2664,217771,C2,53.38
fence,2665,217270,C2,53.37
exhaust,2666,216770,C2,53.36
attraction,2667,216770,C2,53.36
ocean,2668,216770,C2,53.36
quietly,2669,216770,C2,53.36
castle,2670,216770,C2,53.36
veteran,2671,216272,C2,53.35
reflection,2672,216272,C2,53.35
nerve,2673,216272,C2,53.35
determination,2674,215774,C2,53.34
altogether,2675,215774,C2,53.34
fiction,2676,215278,C2,53.33
carpet,2677,214289,C2,53.31
cluster,2678,214289,C2,53.31
confusion,2679,213304,C2,53.29
hurry,2680,213304,C2,53.29
logic,2681,213304,C2,53.29
controversial,2682,212814,C2,53.28
raw,2683,212814,C2,53.28
grammar,2684,211836,C2,53.26
revise,2685,211836,C2,53.26
hint,2686,211836,C2,53.26
hook,2687,211349,C2,53.25
bell,2688,211349,C2,53.25
liquid,2689,210863,C2,53.24
panic,2690,210863,C2,53.24
uncle,2691,210378,C2,53.23
rice,2692,209894,C2,53.22
slope,2693,209894,C2,53.22
happiness,2694,209411,C2,53.21
genuine,2695,209411,C2,53.21
vessel,2696,208930,C2,53.2
verb,2697,208930,C2,53.2
reckon,2698,208449,C2,53.19
silly,2699,207970,C2,53.18
transportation,2700,207970,C2,53.18
harbor,2701,207970,C2,53.18
comedy,2702,207491,C2,53.17
chase,2703,207491,C2,53.17
storage,2704,207014,C2,53.16
universe,2705,207014,C2,53.16
horrible,2706,207014,C2,53.16
sheep,2707,207014,C2,53.16
lover,2708,207014,C2,53.16
rat,2709,206538,C2,53.15
portrait,2710,206538,C2,53.15
innocent,2711,206538,C2,53.15
substitute,2712,206063,C2,53.14
supplement,2713,206063,C2,53.14
adjustment,2714,205589,C2,53.13
reasonably,2715,205589,C2,53.13
filter,2716,205589,C2,53.13
flexible,2717,205589,C2,53.13
abstract,2718,205116,C2,53.12
tent,2719,204644,C2,53.11
precise,2720,204644,C2,53.11
distant,2721,204174,C2,53.1
stranger,2722,204174,C2,53.1
shade,2723,203704,C2,53.09
grain,2724,202768,C2,53.07
situate,2725,202768,C2,53.07
summarize,2726,202768,C2,53.07
leap,2727,202768,C2,53.07
snap,2728,202302,C2,53.06
probability,2729,202302,C2,53.06
leather,2730,201837,C2,53.05
uncertainty,2731,201372,C2,53.04
swear,2732,201372,C2,53.04
refugee,2733,200909,C2,53.03
shore,2734,200447,C2,53.02
monthly,2735,199067,C2,52.99
comprise,2736,198609,C2,52.98
stir,2737,198609,C2,52.98
excitement,2738,197697,C2,52.96
sigh,2739,197242,C2,52.95
pregnancy,2740,197242,C2,52.95
experimental,2741,197242,C2,52.95
institutional,2742,196789,C2,52.94
slice,2743,196789,C2,52.94
wander,2744,196789,C2,52.94
empire,2745,196336,C2,52.93
subsequently,2746,196336,C2,52.93
gentle,2747,195434,C2,52.91
attendance,2748,194984,C2,52.9
ownership,2749,194536,C2,52.89
qualification,2750,194536,C2,52.89
suspend,2751,194089,C2,52.88
functional,2752,193642,C2,52.87
voluntary,2753,193197,C2,52.86
pale,2754,193197,C2,52.86
stain,2755,193197,C2,52.86
athlete,2756,192752,C2,52.85
organic,2757,192752,C2,52.85
tongue,2758,192752,C2,52.85
server,2759,191426,C2,52.82
structural,2760,191426,C2,52.82
fool,2761,190985,C2,52.81
alongside,2762,190985,C2,52.81
unite,2763,190546,C2,52.8
gently,2764,190108,C2,52.79
compute,2765,189671,C2,52.78
wipe,2766,188799,C2,52.76
weird,2767,188365,C2,52.75
gaze,2768,187932,C2,52.74
fade,2769,187499,C2,52.73
cough,2770,187499,C2,52.73
hypothesis,2771,186638,C2,52.71
royal,2772,185780,C2,52.69
theoretical,2773,184927,C2,52.67
curtain,2774,184927,C2,52.67
mayor,2775,179887,C2,52.55
darkness,2776,177419,C2,52.49
aunt,2777,175792,C2,52.45
tournament,2778,173780,C2,52.4
registration,2779,172982,C2,52.38
fragment,2780,172982,C2,52.38
listener,2781,170608,C2,52.32
tender,2782,162930,C2,52.12
density,2783,160325,C2,52.05
ugly,2784,158489,C2,52
module,2785,153109,C2,51.85
faithfully,2786,151008,C2,51.79
autumn,2787,149624,C2,51.75
cheek,2788,148936,C2,51.73
attachment,2789,147571,C2,51.69
holder,2790,143880,C2,51.58
grin,2791,124738,C2,50.96
noun,2792,109901,C2,50.41
fortunate,2793,108893,C2,50.37
alright,2794,107647,C2,50.32
lazy,2795,101158,C2,50.05
hello,2796,97499,C2,49.89
hunger,2797,93325,C2,49.7
insure,2798,92257,C2,49.65
ashamed,2799,84723,C2,49.28
found,2800,66988,C2,48.26
thirst,2801,30130,C2,44.79
